"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:"
"Adult Low Dose Enteric Coated Aspirin","70518-0928-1","81 mg/1","TABLET, COATED","ORAL","part343","REMEDYREPACK INC.","70518-0928","Aspirin","ASPIRIN","HUMAN OTC DRUG","01/04/2018","N/A","OTC MONOGRAPH FINAL","28 TABLET, COATED in 1 BLISTER PACK (70518-0928-1)","N/A","N/A","No","12/31/2019"
"Adult Low Dose Enteric Coated Aspirin","68071-4200-1","81 mg/1","TABLET, COATED","ORAL","part343","NuCare Pharmaceuticals,Inc.","68071-4200","Aspirin","ASPIRIN","HUMAN OTC DRUG","07/01/2000","N/A","OTC MONOGRAPH FINAL","100 TABLET, COATED in 1 BOTTLE (68071-4200-1)","N/A","N/A","No","12/31/2019"
"Adult Low Dose Enteric Coated Aspirin","68071-4200-2","81 mg/1","TABLET, COATED","ORAL","part343","NuCare Pharmaceuticals,Inc.","68071-4200","Aspirin","ASPIRIN","HUMAN OTC DRUG","07/01/2000","N/A","OTC MONOGRAPH FINAL","120 TABLET, COATED in 1 BOTTLE (68071-4200-2)","N/A","N/A","No","12/31/2019"
"Adult Low Dose Enteric Coated Aspirin","68071-4200-3","81 mg/1","TABLET, COATED","ORAL","part343","NuCare Pharmaceuticals,Inc.","68071-4200","Aspirin","ASPIRIN","HUMAN OTC DRUG","07/01/2000","N/A","OTC MONOGRAPH FINAL","30 TABLET, COATED in 1 BOTTLE (68071-4200-3)","N/A","N/A","No","12/31/2019"
"Adult Low Dose Enteric Coated Aspirin","68071-4200-9","81 mg/1","TABLET, COATED","ORAL","part343","NuCare Pharmaceuticals,Inc.","68071-4200","Aspirin","ASPIRIN","HUMAN OTC DRUG","07/01/2000","N/A","OTC MONOGRAPH FINAL","90 TABLET, COATED in 1 BOTTLE (68071-4200-9)","N/A","N/A","No","12/31/2019"
"Adult Low Dose Enteric Coated Aspirin","57896-981-01","81 mg/1","TABLET, COATED","ORAL","part343","Geri-Care Pharmaceutical Corp","57896-981","Aspirin","ASPIRIN","HUMAN OTC DRUG","07/01/2000","N/A","OTC MONOGRAPH FINAL","100 TABLET, COATED in 1 BOTTLE (57896-981-01)","N/A","N/A","No","12/31/2018"
"Adult Low Dose Enteric Coated Aspirin","57896-981-10","81 mg/1","TABLET, COATED","ORAL","part343","Geri-Care Pharmaceutical Corp","57896-981","Aspirin","ASPIRIN","HUMAN OTC DRUG","07/01/2000","N/A","OTC MONOGRAPH FINAL","1000 TABLET, COATED in 1 BOTTLE (57896-981-10)","N/A","N/A","No","12/31/2018"
"Adult Low Dose Enteric Coated Aspirin","57896-981-12","81 mg/1","TABLET, COATED","ORAL","part343","Geri-Care Pharmaceutical Corp","57896-981","Aspirin","ASPIRIN","HUMAN OTC DRUG","07/01/2000","N/A","OTC MONOGRAPH FINAL","120 TABLET, COATED in 1 BOTTLE (57896-981-12)","N/A","N/A","No","12/31/2018"
"Adult Low Dose Enteric Coated Aspirin","57896-981-30","81 mg/1","TABLET, COATED","ORAL","part343","Geri-Care Pharmaceutical Corp","57896-981","Aspirin","ASPIRIN","HUMAN OTC DRUG","07/01/2000","N/A","OTC MONOGRAPH FINAL","300 TABLET, COATED in 1 BOTTLE (57896-981-30)","N/A","N/A","No","12/31/2018"
"Adult Low Dose Enteric Coated Aspirin","57896-985-01","81 mg/1","TABLET, DELAYED RELEASE","ORAL","part343","Geri-Care Pharmaceutical Corp","57896-985","Aspirin","ASPIRIN","HUMAN OTC DRUG","10/01/2016","N/A","OTC MONOGRAPH FINAL","100 TABLET, DELAYED RELEASE in 1 BOTTLE (57896-985-01)","N/A","N/A","No","12/31/2018"
"Adult Low Dose Enteric Coated Aspirin","57896-985-10","81 mg/1","TABLET, DELAYED RELEASE","ORAL","part343","Geri-Care Pharmaceutical Corp","57896-985","Aspirin","ASPIRIN","HUMAN OTC DRUG","10/01/2016","N/A","OTC MONOGRAPH FINAL","1000 TABLET, DELAYED RELEASE in 1 BOTTLE (57896-985-10)","N/A","N/A","No","12/31/2018"
"Adult Low Dose Enteric Coated Aspirin","57896-985-12","81 mg/1","TABLET, DELAYED RELEASE","ORAL","part343","Geri-Care Pharmaceutical Corp","57896-985","Aspirin","ASPIRIN","HUMAN OTC DRUG","10/01/2016","N/A","OTC MONOGRAPH FINAL","120 TABLET, DELAYED RELEASE in 1 BOTTLE (57896-985-12)","N/A","N/A","No","12/31/2018"
"Adult Low Dose Enteric Coated Aspirin","57896-985-30","81 mg/1","TABLET, DELAYED RELEASE","ORAL","part343","Geri-Care Pharmaceutical Corp","57896-985","Aspirin","ASPIRIN","HUMAN OTC DRUG","10/01/2016","N/A","OTC MONOGRAPH FINAL","300 TABLET, DELAYED RELEASE in 1 BOTTLE (57896-985-30)","N/A","N/A","No","12/31/2018"
"Adult Low Dose Enteric Coated Aspirin","68788-8925-1","81 mg/1","TABLET, COATED","ORAL","part343","Preferred Pharmaceuticals Inc.","68788-8925","Aspirin","ASPIRIN","HUMAN OTC DRUG","10/06/2015","N/A","OTC MONOGRAPH FINAL","120 TABLET, COATED in 1 BOTTLE (68788-8925-1)","N/A","N/A","No","12/31/2019"
"Adults Low Strength Aspirin","62049-001-00","81 mg/1","TABLET","ORAL","part343","Genvion Corporation","62049-001","ASPIRIN","ASPIRIN","HUMAN OTC DRUG","06/01/2015","N/A","OTC MONOGRAPH NOT FINAL","100 TABLET in 1 BOTTLE (62049-001-00)","N/A","N/A","No","12/31/2018"
"ADVENTURE MEDICAL KITS 1-2 PERSON FIRST AID","44224-2000-1","","KIT","TOPICAL","part333B","Tender Corp dba Adventure Medical Kits","44224-2000","BENZALKONIUM CHLORIDE, ASPIRIN, IBUPROFEN, ISOPROPYL ALCOHOL, BENZOCAINE, SD ALCOHOL, BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE, ACETAMINOPHEN, DIPHENHYDRAMINE CHLORIDE","","HUMAN OTC DRUG","08/26/2010","N/A","OTC MONOGRAPH NOT FINAL","1 KIT in 1 KIT (44224-2000-1)  *  .5 g in 1 TUBE (52124-0003-1)  *  .5 mL in 1 PACKAGE (52124-0008-1)  *  2 TABLET in 1 PACKET (52124-0009-1)  *  1 CAPSULE in 1 PACKET (47682-182-46)  *  2 TABLET, FILM COATED in 1 PACKET (47682-175-46)  *  2 TABLET in 1 PACKAGE (52124-0011-1)  *  .8 mL in 1 PACKAGE (52124-0001-1)","N/A","N/A","No","12/31/2018"
"ADVENTURE MEDICAL KITS 1-2 PERSON NATIONAL SKI PATROL FIRST AID","44224-2500-1","","KIT","","part333B","Tender Corp dba Adventure Medical Kits","44224-2500","BENZALKONIUM CHLORIDE, ASPIRIN, IBUPROFEN, ISOPROPYL ALCOHOL, BENZOCAINE, SD ALCOHOL, BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE, ACETAMINOPHEN","","HUMAN OTC DRUG","08/26/2010","N/A","OTC MONOGRAPH NOT FINAL","1 KIT in 1 KIT (44224-2500-1)  *  .5 g in 1 TUBE (52124-0003-1)  *  .5 mL in 1 PACKAGE (52124-0008-1)  *  2 TABLET in 1 PACKET (52124-0009-1)  *  2 TABLET, FILM COATED in 1 PACKET (47682-175-46)  *  2 TABLET in 1 PACKAGE (52124-0011-1)  *  .8 mL in 1 PACKAGE (52124-0001-1)","N/A","N/A","No","12/31/2018"
"ADVENTURE MEDICAL KITS 1-4 PERSON FIRST AID (U)","44224-3000-1"," "," "," "," ","Tender Corp dba Adventure Medical Kits"," "," "," "," "," ","N/A"," "," ","N/A","N/A","N/A"," "
"Aggrenox","68151-3971-6","25 mg/1,                         200  mg/1","CAPSULE, EXTENDED RELEASE","ORAL","NDA020884","Carilion Materials Management","68151-3971","aspirin and dipyridamole","ASPIRIN;  DIPYRIDAMOLE","HUMAN PRESCRIPTION DRUG","12/19/1999","N/A","NDA","1 CAPSULE, EXTENDED RELEASE in 1 PACKAGE (68151-3971-6)","Cyclooxygenase Inhibitors [MoA], Decreased Prostaglandin Production [PE], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Platelet Aggregation Inhibitor [EPC], Decreased Platelet Aggregation [PE], Decreased Platelet Aggregation [PE], Platelet Aggregation Inhibitor [EPC]","N/A","No","12/31/2018"
"Aggrenox","0597-0001-60","25 mg/1,                         200  mg/1","CAPSULE, EXTENDED RELEASE","ORAL","NDA020884","Boehringer Ingelheim Pharmaceuticals, Inc.","0597-0001","aspirin and dipyridamole","ASPIRIN;  DIPYRIDAMOLE","HUMAN PRESCRIPTION DRUG","12/19/1999","N/A","NDA","1 BOTTLE in 1 CARTON (0597-0001-60)  > 60 CAPSULE, EXTENDED RELEASE in 1 BOTTLE","Cyclooxygenase Inhibitors [MoA], Decreased Prostaglandin Production [PE], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Platelet Aggregation Inhibitor [EPC], Decreased Platelet Aggregation [PE], Decreased Platelet Aggregation [PE], Platelet Aggregation Inhibitor [EPC]","N/A","No","12/31/2018"
"Aggrenox  (E)","54868-5143-0"," "," "," "," ","Physicians Total Care, Inc."," "," "," "," "," ","N/A"," "," ","N/A","N/A","N/A"," "
"Aggrenox (U)","21695-656-60"," "," "," "," ","Rebel Distributors Corp."," "," "," "," "," ","N/A"," "," ","N/A","N/A","N/A"," "
"Alka Seltzer","53666-403-15","325 mg/1,                         1000  mg/1,                         1916  mg/1","TABLET, EFFERVESCENT","ORAL","part343","Salimex, S.A.","53666-403","ASPIRIN, ANHYDROUS CITRIC ACID, SODIUM BICARBONATE","ASPIRIN;  ANHYDROUS CITRIC ACID;  SODIUM BICARBONATE","HUMAN OTC DRUG","10/10/2012","N/A","OTC MONOGRAPH FINAL","150 BOX in 1 CASE (53666-403-15)  > 12 TABLET, EFFERVESCENT in 1 BOX (53666-403-33)","N/A","N/A","No","12/31/2018"
"Alka Seltzer (U)","53666-100-10"," "," "," "," ","Salimex, S.A."," "," "," "," "," ","N/A"," "," ","N/A","N/A","N/A"," "
"Alka-Seltzer","66715-9703-0","1000 mg/1,                         325  mg/1,                         1916  mg/1","TABLET, EFFERVESCENT","ORAL","part343","Lil' Drug Store Products, Inc","66715-9703","Anhydrous Citric Acid, Aspirin, and Sodium Bicarbonate","ANHYDROUS CITRIC ACID;  ASPIRIN;  SODIUM BICARBONATE","HUMAN OTC DRUG","01/01/2000","N/A","OTC MONOGRAPH NOT FINAL","15 POUCH in 1 CARTON (66715-9703-0)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2019"
"Alka-Seltzer","66715-9703-1","1000 mg/1,                         325  mg/1,                         1916  mg/1","TABLET, EFFERVESCENT","ORAL","part343","Lil' Drug Store Products, Inc","66715-9703","Anhydrous Citric Acid, Aspirin, and Sodium Bicarbonate","ANHYDROUS CITRIC ACID;  ASPIRIN;  SODIUM BICARBONATE","HUMAN OTC DRUG","01/01/2000","N/A","OTC MONOGRAPH NOT FINAL","1 POUCH in 1 CARTON (66715-9703-1)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2019"
"Alka-Seltzer","66715-9703-2","1000 mg/1,                         325  mg/1,                         1916  mg/1","TABLET, EFFERVESCENT","ORAL","part343","Lil' Drug Store Products, Inc","66715-9703","Anhydrous Citric Acid, Aspirin, and Sodium Bicarbonate","ANHYDROUS CITRIC ACID;  ASPIRIN;  SODIUM BICARBONATE","HUMAN OTC DRUG","01/01/2000","N/A","OTC MONOGRAPH NOT FINAL","2 POUCH in 1 CARTON (66715-9703-2)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2019"
"Alka-Seltzer Extra Strength","0280-0211-24","1000 mg/1,                         1985  mg/1,                         500  mg/1","GRANULE, EFFERVESCENT","ORAL","part343","Bayer HealthCare LLC.","0280-0211","Anhydrous Citric Acid, Sodium Bicarbonate, and Aspirin","ANHYDROUS CITRIC ACID;  SODIUM BICARBONATE;  ASPIRIN","HUMAN OTC DRUG","04/11/2011","N/A","OTC MONOGRAPH NOT FINAL","12 PACKET in 1 CARTON (0280-0211-24)  > 2 GRANULE, EFFERVESCENT in 1 PACKET","N/A","N/A","No","12/31/2018"
"Alka-Seltzer Original","0280-4000-01","1000 mg/1,                         325  mg/1,                         1916  mg/1","TABLET, EFFERVESCENT","ORAL","part343","Bayer HealthCare LLC.","0280-4000","ANHYDROUS CITRIC ACID, ASPIRIN, and SODIUM BICARBONATE","ANHYDROUS CITRIC ACID;  ASPIRIN;  SODIUM BICARBONATE","HUMAN OTC DRUG","03/02/2010","N/A","OTC MONOGRAPH NOT FINAL","6 POUCH in 1 CARTON (0280-4000-01)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2018"
"Alka-Seltzer Original","0280-4000-02","1000 mg/1,                         325  mg/1,                         1916  mg/1","TABLET, EFFERVESCENT","ORAL","part343","Bayer HealthCare LLC.","0280-4000","ANHYDROUS CITRIC ACID, ASPIRIN, and SODIUM BICARBONATE","ANHYDROUS CITRIC ACID;  ASPIRIN;  SODIUM BICARBONATE","HUMAN OTC DRUG","03/02/2010","N/A","OTC MONOGRAPH NOT FINAL","24 POUCH in 1 CARTON (0280-4000-02)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2018"
"Alka-Seltzer Original","0280-4000-03","1000 mg/1,                         325  mg/1,                         1916  mg/1","TABLET, EFFERVESCENT","ORAL","part343","Bayer HealthCare LLC.","0280-4000","ANHYDROUS CITRIC ACID, ASPIRIN, and SODIUM BICARBONATE","ANHYDROUS CITRIC ACID;  ASPIRIN;  SODIUM BICARBONATE","HUMAN OTC DRUG","03/02/2010","N/A","OTC MONOGRAPH NOT FINAL","18 POUCH in 1 CARTON (0280-4000-03)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2018"
"Alka-Seltzer Original","0280-4000-04","1000 mg/1,                         325  mg/1,                         1916  mg/1","TABLET, EFFERVESCENT","ORAL","part343","Bayer HealthCare LLC.","0280-4000","ANHYDROUS CITRIC ACID, ASPIRIN, and SODIUM BICARBONATE","ANHYDROUS CITRIC ACID;  ASPIRIN;  SODIUM BICARBONATE","HUMAN OTC DRUG","03/02/2010","N/A","OTC MONOGRAPH NOT FINAL","58 POUCH in 1 CARTON (0280-4000-04)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2018"
"Alka-Seltzer Original","0280-4000-07","1000 mg/1,                         325  mg/1,                         1916  mg/1","TABLET, EFFERVESCENT","ORAL","part343","Bayer HealthCare LLC.","0280-4000","ANHYDROUS CITRIC ACID, ASPIRIN, and SODIUM BICARBONATE","ANHYDROUS CITRIC ACID;  ASPIRIN;  SODIUM BICARBONATE","HUMAN OTC DRUG","03/02/2010","N/A","OTC MONOGRAPH NOT FINAL","26 POUCH in 1 CARTON (0280-4000-07)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2018"
"Alka-Seltzer Plus","66715-9735-1","325 mg/1,                         2  mg/1,                         7.8  mg/1","TABLET, EFFERVESCENT","ORAL","part341","Lil' Drug Store Products, Inc","66715-9735","Aspirin, Chlorpheniramine Maleate, and Phenylephrine Bitartrate","ASPIRIN;  CHLORPHENIRAMINE MALEATE;  PHENYLEPHRINE BITARTRATE","HUMAN OTC DRUG","01/01/2000","N/A","OTC MONOGRAPH FINAL","1 POUCH in 1 CARTON (66715-9735-1)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2019"
"Alka-Seltzer Plus","66715-9735-2","325 mg/1,                         2  mg/1,                         7.8  mg/1","TABLET, EFFERVESCENT","ORAL","part341","Lil' Drug Store Products, Inc","66715-9735","Aspirin, Chlorpheniramine Maleate, and Phenylephrine Bitartrate","ASPIRIN;  CHLORPHENIRAMINE MALEATE;  PHENYLEPHRINE BITARTRATE","HUMAN OTC DRUG","01/01/2000","N/A","OTC MONOGRAPH FINAL","2 POUCH in 1 CARTON (66715-9735-2)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2019"
"Alka-Seltzer Plus Cold","0280-1440-20","325 mg/1,                         2  mg/1,                         7.8  mg/1","TABLET, EFFERVESCENT","ORAL","part341","Bayer HealthCare LLC.","0280-1440","Aspirin, CHLORPHENIRAMINE MALEATE, and PHENYLEPHRINE BITARTRATE","ASPIRIN;  CHLORPHENIRAMINE MALEATE;  PHENYLEPHRINE BITARTRATE","HUMAN OTC DRUG","04/10/2008","06/01/2019","OTC MONOGRAPH FINAL","10 POUCH in 1 CARTON (0280-1440-20)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","N/A"
"Alka-Seltzer Plus Cold and Cough","0280-1555-20","325 mg/1,                         2  mg/1,                         10  mg/1,                         7.8  mg/1","TABLET, EFFERVESCENT","ORAL","part341","Bayer HealthCare LLC.","0280-1555","Aspirin, Chlorpheniramine maleate, Dextromethorphan hydrobromide, Phenylephrine bitartrate","ASPIRIN;  CHLORPHENIRAMINE MALEATE;  DEXTROMETHORPHAN HYDROBROMIDE;  PHENYLEPHRINE BITARTRATE","HUMAN OTC DRUG","09/14/2018","N/A","OTC MONOGRAPH FINAL","10 POUCH in 1 CARTON (0280-1555-20)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2019"
"Alka-Seltzer Plus Cold and Cough Formula","0280-1420-20","325 mg/1,                         2  mg/1,                         10  mg/1,                         7.8  mg/1","TABLET, EFFERVESCENT","ORAL","part341","Bayer HealthCare LLC.","0280-1420","Aspirin, CHLORPHENIRAMINE MALEATE, DEXTROMETHORPHAN HYDROBROMIDE, and PHENYLEPHRINE BITARTRATE","ASPIRIN;  CHLORPHENIRAMINE MALEATE;  DEXTROMETHORPHAN HYDROBROMIDE;  PHENYLEPHRINE BITARTRATE","HUMAN OTC DRUG","05/19/2008","06/01/2019","OTC MONOGRAPH FINAL","10 POUCH in 1 CARTON (0280-1420-20)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","N/A"
"Alka-Seltzer Plus Cold Medicine Sparkling Original","0280-1400-20","325 mg/1,                         2  mg/1,                         7.8  mg/1","TABLET, EFFERVESCENT","ORAL","part343","Bayer HealthCare LLC.","0280-1400","ASPIRIN, CHLORPHENIRAMINE MALEATE, and PHENYLEPHRINE BITARTRATE","ASPIRIN;  CHLORPHENIRAMINE MALEATE;  PHENYLEPHRINE BITARTRATE","HUMAN OTC DRUG","04/10/2008","N/A","OTC MONOGRAPH NOT FINAL","10 POUCH in 1 CARTON (0280-1400-20)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2019"
"Alka-Seltzer Plus Cold Medicine Sparkling Original","0280-1400-32","325 mg/1,                         2  mg/1,                         7.8  mg/1","TABLET, EFFERVESCENT","ORAL","part343","Bayer HealthCare LLC.","0280-1400","ASPIRIN, CHLORPHENIRAMINE MALEATE, and PHENYLEPHRINE BITARTRATE","ASPIRIN;  CHLORPHENIRAMINE MALEATE;  PHENYLEPHRINE BITARTRATE","HUMAN OTC DRUG","04/10/2008","N/A","OTC MONOGRAPH NOT FINAL","16 POUCH in 1 CARTON (0280-1400-32)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2019"
"Alka-Seltzer Plus Cold Medicine Sparkling Original","0280-1400-36","325 mg/1,                         2  mg/1,                         7.8  mg/1","TABLET, EFFERVESCENT","ORAL","part343","Bayer HealthCare LLC.","0280-1400","ASPIRIN, CHLORPHENIRAMINE MALEATE, and PHENYLEPHRINE BITARTRATE","ASPIRIN;  CHLORPHENIRAMINE MALEATE;  PHENYLEPHRINE BITARTRATE","HUMAN OTC DRUG","04/10/2008","N/A","OTC MONOGRAPH NOT FINAL","18 POUCH in 1 CARTON (0280-1400-36)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2019"
"Alka-Seltzer Plus Cold Medicine Sparkling Original","0280-1400-48","325 mg/1,                         2  mg/1,                         7.8  mg/1","TABLET, EFFERVESCENT","ORAL","part343","Bayer HealthCare LLC.","0280-1400","ASPIRIN, CHLORPHENIRAMINE MALEATE, and PHENYLEPHRINE BITARTRATE","ASPIRIN;  CHLORPHENIRAMINE MALEATE;  PHENYLEPHRINE BITARTRATE","HUMAN OTC DRUG","04/10/2008","N/A","OTC MONOGRAPH NOT FINAL","24 POUCH in 1 CARTON (0280-1400-48)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2019"
"Alka-Seltzer Plus Cold Medicine Sparkling Original","0280-1400-72","325 mg/1,                         2  mg/1,                         7.8  mg/1","TABLET, EFFERVESCENT","ORAL","part343","Bayer HealthCare LLC.","0280-1400","ASPIRIN, CHLORPHENIRAMINE MALEATE, and PHENYLEPHRINE BITARTRATE","ASPIRIN;  CHLORPHENIRAMINE MALEATE;  PHENYLEPHRINE BITARTRATE","HUMAN OTC DRUG","04/10/2008","N/A","OTC MONOGRAPH NOT FINAL","36 POUCH in 1 CARTON (0280-1400-72)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2019"
"Alka-Seltzer Plus Cold Orange Zest","0280-1510-20","325 mg/1,                         2  mg/1,                         7.8  mg/1","TABLET, EFFERVESCENT","ORAL","part341","Bayer HealthCare LLC.","0280-1510","Aspirin, Chlorpheniramine Maleate, Phenylephrine bitartrate","ASPIRIN;  CHLORPHENIRAMINE MALEATE;  PHENYLEPHRINE BITARTRATE","HUMAN OTC DRUG","07/15/2017","N/A","OTC MONOGRAPH FINAL","10 POUCH in 1 CARTON (0280-1510-20)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2019"
"Alka-Seltzer Plus Cold Sparkling Original","0280-1520-20","325 mg/1,                         7.8  mg/1,                         2  mg/1","TABLET, EFFERVESCENT","ORAL","part341","Bayer HealthCare LLC.","0280-1520","Aspirin, Chlorpheniramine maleate, Phenylephrine bitartrate","ASPIRIN;  PHENYLEPHRINE BITARTRATE;  CHLORPHENIRAMINE MALEATE","HUMAN OTC DRUG","07/03/2017","N/A","OTC MONOGRAPH FINAL","10 POUCH in 1 CARTON (0280-1520-20)  > 2 TABLET, EFFERVESCENT in 1 POUCH","N/A","N/A","No","12/31/2019"
