"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:"
"Chi-Myst","70486-001-00",".3 g/100mL,                         .3  g/100mL,                         .1  g/100mL","SPRAY, METERED","TOPICAL","","Prescription Care LLC","70486-001","Chitosan ketorolac bupivacaine suspension","BUPIVACAINE HYDROCHLORIDE;  KETOROLAC TROMETHAMINE;  CHITOSAN LOW MOLECULAR WEIGHT (20-200 MPA.S)","HUMAN PRESCRIPTION DRUG","08/19/2016","N/A","UNAPPROVED DRUG OTHER","100 mL in 1 BOTTLE, SPRAY (70486-001-00)","Amide Local Anesthetic [EPC], Amides [Chemical/Ingredient], Local Anesthesia [PE], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2018"
"Chi-Myst","70486-003-30",".09 g/30mL,                         .09  g/30mL,                         .03  g/30mL","SPRAY, METERED","TOPICAL","","Prescription Care LLC","70486-003","Chitosan ketorolac bupivacaine suspension","BUPIVACAINE HYDROCHLORIDE;  KETOROLAC TROMETHAMINE;  CHITOSAN LOW MOLECULAR WEIGHT (20-200 MPA.S)","HUMAN PRESCRIPTION DRUG","08/19/2016","N/A","UNAPPROVED DRUG OTHER","30 mL in 1 BOTTLE, SPRAY (70486-003-30)","Amide Local Anesthetic [EPC], Amides [Chemical/Ingredient], Local Anesthesia [PE], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2018"
"Chi-Myst Resolve","70486-011-00",".3 g/100mL,                         .3  g/100mL,                         .1  g/100mL,                         5  g/100mL","SPRAY, METERED","TOPICAL","","Prescription Care LLC","70486-011","Chitosan ketorolac bupivacaine lidocaine suspension","BUPIVACAINE HYDROCHLORIDE;  KETOROLAC TROMETHAMINE;  CHITOSAN LOW MOLECULAR WEIGHT (20-200 MPA.S);  LIDOCAINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/01/2016","N/A","UNAPPROVED DRUG OTHER","100 mL in 1 BOTTLE, SPRAY (70486-011-00)","Amide Local Anesthetic [EPC], Amides [Chemical/Ingredient], Local Anesthesia [PE], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC], Amide Local Anesthetic [EPC], Amides [Chemical/Ingredient], Antiarrhythmic [EPC], Local Anesthesia [PE]","N/A","No","12/31/2018"
"Chi-Myst Resolve","70486-013-30",".09 g/30mL,                         .09  g/30mL,                         .03  g/30mL,                         50  g/30mL","SPRAY, METERED","TOPICAL","","Prescription Care LLC","70486-013","Chitosan ketorolac bupivacaine lidocaine suspension","BUPIVACAINE HYDROCHLORIDE;  KETOROLAC TROMETHAMINE;  CHITOSAN LOW MOLECULAR WEIGHT (20-200 MPA.S);  LIDOCAINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/01/2016","N/A","UNAPPROVED DRUG OTHER","30 mL in 1 BOTTLE, SPRAY (70486-013-30)","Amide Local Anesthetic [EPC], Amides [Chemical/Ingredient], Local Anesthesia [PE], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC], Amide Local Anesthetic [EPC], Amides [Chemical/Ingredient], Antiarrhythmic [EPC], Local Anesthesia [PE]","N/A","No","12/31/2018"
"Chi-Myst Synergy","70486-030-00",".09 g/30mL,                         .45  g/30mL,                         .03  g/30mL,                         1.5  g/30mL","SPRAY, METERED","TOPICAL","","Prescription Care LLC","70486-030","Chitosan ketorolac bupivacaine lidocaine suspension","BUPIVACAINE HYDROCHLORIDE;  KETOROLAC TROMETHAMINE;  CHITOSAN LOW MOLECULAR WEIGHT (20-200 MPA.S);  LIDOCAINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/01/2016","N/A","UNAPPROVED DRUG OTHER","30 mL in 1 BOTTLE, SPRAY (70486-030-00)","Amide Local Anesthetic [EPC], Amides [Chemical/Ingredient], Local Anesthesia [PE], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC], Amide Local Anesthetic [EPC], Amides [Chemical/Ingredient], Antiarrhythmic [EPC], Local Anesthesia [PE]","N/A","No","12/31/2018"
"Chi-Myst Synergy","70486-100-00",".3 g/100mL,                         1.5  g/100mL,                         .1  g/100mL,                         5  g/100mL","SPRAY, METERED","TOPICAL","","Prescription Care LLC","70486-100","Chitosan ketorolac bupivacaine lidocaine suspension","BUPIVACAINE HYDROCHLORIDE;  KETOROLAC TROMETHAMINE;  CHITOSAN LOW MOLECULAR WEIGHT (20-200 MPA.S);  LIDOCAINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/01/2016","N/A","UNAPPROVED DRUG OTHER","100 mL in 1 BOTTLE, SPRAY (70486-100-00)","Amide Local Anesthetic [EPC], Amides [Chemical/Ingredient], Local Anesthesia [PE], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC], Amide Local Anesthetic [EPC], Amides [Chemical/Ingredient], Antiarrhythmic [EPC], Local Anesthesia [PE]","N/A","No","12/31/2018"
"Dex-Moxi-Ketor","71384-513-01","1 mg/mL,                         .5  mg/mL,                         .4  mg/mL","INJECTION, SOLUTION","OPHTHALMIC","","Imprimis NJOF, LLC","71384-513","Dexamethasone Phosphate - Moxifloxacin - Ketorolac Tromethamine","DEXAMETHASONE SODIUM PHOSPHATE;  MOXIFLOXACIN HYDROCHLORIDE MONOHYDRATE;  KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","01/05/2018","N/A","UNAPPROVED DRUG OTHER","20 VIAL, SINGLE-USE in 1 BOX (71384-513-01)  > 1 mL in 1 VIAL, SINGLE-USE","Corticosteroid [EPC], Corticosteroid Hormone Receptor Agonists [MoA], Quinolone Antimicrobial [EPC], Quinolones [Chemical/Ingredient], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"DexMoxiKetor PF","70261-513-01",".5 mg/mL,                         1  mg/mL,                         .4  mg/mL","INJECTION, SOLUTION","INTRAOCULAR","","ImprimisRx NJ","70261-513","Dexamethasone - Moxifloxacin - Ketorolac PF","MOXIFLOXACIN HYDROCHLORIDE MONOHYDRATE;  DEXAMETHASONE SODIUM PHOSPHATE;  KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","01/01/2018","N/A","UNAPPROVED DRUG OTHER","1 mL in 1 VIAL, SINGLE-USE (70261-513-01)","Quinolone Antimicrobial [EPC], Quinolones [Chemical/Ingredient], Corticosteroid [EPC], Corticosteroid Hormone Receptor Agonists [MoA], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"Ketorocaine L Kit","76420-771-01","","KIT","INFILTRATION; INTRAMUSCULAR; INTRAVENOUS; TOPICAL","","Asclemed USA, Inc.","76420-771","Ketorolac Tromethamine, Lidocaine Hydrochloride, Povidine Iodine","","HUMAN PRESCRIPTION DRUG","08/15/2014","N/A","UNAPPROVED DRUG OTHER","1 KIT in 1 CARTON (76420-771-01)  *  5 mL in 1 POUCH *  .9 mL in 1 PACKET *  2 mL in 1 AMPULE *  1 mL in 1 VIAL, SINGLE-DOSE","N/A","N/A","No","12/31/2018"
"Ketorocaine LM Kit","76420-772-01","","KIT","EPIDURAL; INFILTRATION; INTRAMUSCULAR; INTRAVENOUS; TOPICAL","","Asclemed USA, Inc.","76420-772","Ketorolac Tromethamine, Lidocaine Hydrochloride, Bupivacaine Hydrochloride, Povidine Iodine","","HUMAN PRESCRIPTION DRUG","08/11/2014","N/A","UNAPPROVED DRUG OTHER","1 KIT in 1 CARTON (76420-772-01)  *  10 mL in 1 VIAL, SINGLE-DOSE *  .9 mL in 1 PACKET *  5 mL in 1 POUCH *  2 mL in 1 AMPULE *  1 mL in 1 VIAL, SINGLE-DOSE","N/A","N/A","No","12/31/2018"
"KETOROLAC  (E)","16590-138-10"," "," "," "," ","STAT RX USA LLC"," "," "," "," "," ","N/A"," "," ","N/A","N/A","N/A"," "
"KETOROLAC  (E)","16590-138-15"," "," "," "," ","STAT RX USA LLC"," "," "," "," "," ","N/A"," "," ","N/A","N/A","N/A"," "
"KETOROLAC  (E)","16590-138-20"," "," "," "," ","STAT RX USA LLC"," "," "," "," "," ","N/A"," "," ","N/A","N/A","N/A"," "
"KETOROLAC  (E)","16590-138-30"," "," "," "," ","STAT RX USA LLC"," "," "," "," "," ","N/A"," "," ","N/A","N/A","N/A"," "
"KETOROLAC  (E)","16590-138-40"," "," "," "," ","STAT RX USA LLC"," "," "," "," "," ","N/A"," "," ","N/A","N/A","N/A"," "
"KETOROLAC  (E)","16590-138-60"," "," "," "," ","STAT RX USA LLC"," "," "," "," "," ","N/A"," "," ","N/A","N/A","N/A"," "
"KETOROLAC TROMETHAM","51662-1292-1","30 mg/mL","INJECTION, SOLUTION","INTRAMUSCULAR","ANDA074802","HF Acquisition Co LLC, DBA HealthFirst","51662-1292","KETOROLAC TROMETHAM","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","09/19/2018","N/A","ANDA","1 mL in 1 VIAL, SINGLE-DOSE (51662-1292-1)","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"KETOROLAC TROMETHAM","51662-1295-1","60 mg/2mL","INJECTION, SOLUTION","INTRAMUSCULAR","ANDA074802","HF Acquisition Co LLC, DBA HealthFirst","51662-1295","KETOROLAC TROMETHAM","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","09/19/2018","N/A","ANDA","2 mL in 1 VIAL, SINGLE-DOSE (51662-1295-1)","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"Ketorolac Tromethamine","70518-1074-0","30 mg/mL","INJECTION, SOLUTION","INTRAMUSCULAR; INTRAVENOUS","ANDA074802","REMEDYREPACK INC.","70518-1074","KETOROLAC TROMETHAMINE","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","03/22/2018","N/A","ANDA","1 mL in 1 VIAL, SINGLE-DOSE (70518-1074-0)","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"Ketorolac Tromethamine","67296-0511-1","10 mg/1","TABLET","ORAL","ANDA074754","RedPharm Drug, Inc.","67296-0511","Ketorolac Tromethamine","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","06/17/1998","N/A","ANDA","20 TABLET in 1 BOTTLE (67296-0511-1)","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2018"
"Ketorolac Tromethamine","67296-0511-2","10 mg/1","TABLET","ORAL","ANDA074754","RedPharm Drug, Inc.","67296-0511","Ketorolac Tromethamine","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","06/17/1998","N/A","ANDA","10 TABLET in 1 BOTTLE (67296-0511-2)","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2018"
"Ketorolac Tromethamine","67296-0511-3","10 mg/1","TABLET","ORAL","ANDA074754","RedPharm Drug, Inc.","67296-0511","Ketorolac Tromethamine","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","06/17/1998","N/A","ANDA","16 TABLET in 1 BOTTLE (67296-0511-3)","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2018"
"Ketorolac Tromethamine","67296-0511-4","10 mg/1","TABLET","ORAL","ANDA074754","RedPharm Drug, Inc.","67296-0511","Ketorolac Tromethamine","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","06/17/1998","N/A","ANDA","15 TABLET in 1 BOTTLE (67296-0511-4)","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2018"
"Ketorolac Tromethamine","67296-0511-5","10 mg/1","TABLET","ORAL","ANDA074754","RedPharm Drug, Inc.","67296-0511","Ketorolac Tromethamine","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","06/17/1998","N/A","ANDA","2 TABLET in 1 BOTTLE (67296-0511-5)","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2018"
"Ketorolac Tromethamine","55154-6960-5","15 mg/mL","INJECTION, SOLUTION","INTRAMUSCULAR; INTRAVENOUS","ANDA074802","Cardinal Health","55154-6960","KETOROLAC TROMETHAMINE","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","07/27/2011","N/A","ANDA","5 VIAL, SINGLE-DOSE in 1 BAG (55154-6960-5)  > 1 mL in 1 VIAL, SINGLE-DOSE","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"Ketorolac Tromethamine","68071-1785-2","60 mg/2mL","INJECTION, SOLUTION","INTRAMUSCULAR","ANDA074802","NuCare Pharmaceuticals,Inc.","68071-1785","KETOROLAC TROMETHAMINE","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","10/30/2015","N/A","ANDA","2 mL in 1 BOTTLE (68071-1785-2)","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"Ketorolac Tromethamine","68071-1787-1","30 mg/mL","INJECTION, SOLUTION","INTRAMUSCULAR; INTRAVENOUS","ANDA074802","NuCare Pharmaceuticals,Inc.","68071-1787","KETOROLAC TROMETHAMINE","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","01/19/2006","N/A","ANDA","1 mL in 1 BOTTLE, GLASS (68071-1787-1)","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"Ketorolac Tromethamine","0641-6042-25","30 mg/mL","INJECTION","INTRAMUSCULAR; INTRAVENOUS","ANDA075772","West-Ward Pharmaceuticals Corp.","0641-6042","Ketorolac Tromethamine","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","07/21/2004","N/A","ANDA","25 VIAL in 1 CARTON (0641-6042-25)  > 1 mL in 1 VIAL (0641-6042-01)","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"Ketorolac Tromethamine","0641-6043-25","30 mg/mL","INJECTION","INTRAMUSCULAR","ANDA075772","West-Ward Pharmaceuticals Corp.","0641-6043","Ketorolac Tromethamine","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","07/21/2004","N/A","ANDA","25 VIAL in 1 CARTON (0641-6043-25)  > 2 mL in 1 VIAL (0641-6043-01)","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"Ketorolac Tromethamine","55154-0120-5","30 mg/mL","INJECTION, SOLUTION","INTRAMUSCULAR; INTRAVENOUS","ANDA074802","Cardinal Health","55154-0120","KETOROLAC TROMETHAMINE","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","07/27/2011","N/A","ANDA","5 VIAL, SINGLE-DOSE in 1 BAG (55154-0120-5)  > 1 mL in 1 VIAL, SINGLE-DOSE","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"Ketorolac Tromethamine","55154-0120-8","30 mg/mL","INJECTION, SOLUTION","INTRAMUSCULAR; INTRAVENOUS","ANDA074802","Cardinal Health","55154-0120","KETOROLAC TROMETHAMINE","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","07/27/2011","N/A","ANDA","1 VIAL, SINGLE-DOSE in 1 BAG (55154-0120-8)  > 1 mL in 1 VIAL, SINGLE-DOSE","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"Ketorolac Tromethamine","55154-0149-5","60 mg/2mL","INJECTION, SOLUTION","INTRAMUSCULAR","ANDA074802","Cardinal Health","55154-0149","KETOROLAC TROMETHAMINE","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","07/27/2011","N/A","ANDA","5 VIAL, SINGLE-DOSE in 1 BAG (55154-0149-5)  > 2 mL in 1 VIAL, SINGLE-DOSE","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"Ketorolac Tromethamine","55154-0149-8","60 mg/2mL","INJECTION, SOLUTION","INTRAMUSCULAR","ANDA074802","Cardinal Health","55154-0149","KETOROLAC TROMETHAMINE","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","07/27/2011","N/A","ANDA","1 VIAL, SINGLE-DOSE in 1 BAG (55154-0149-8)  > 2 mL in 1 VIAL, SINGLE-DOSE","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"KETOROLAC TROMETHAMINE","60758-773-05","4 mg/mL","SOLUTION/ DROPS","OPHTHALMIC","NDA021528","Pacific Pharma, Inc.","60758-773","Ketorolac Tromethamine","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","11/21/2013","N/A","NDA AUTHORIZED GENERIC","1 BOTTLE, DROPPER in 1 CARTON (60758-773-05)  > 5 mL in 1 BOTTLE, DROPPER","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2018"
"Ketorolac Tromethamine","60760-314-20","10 mg/1","TABLET, FILM COATED","ORAL","ANDA074754","St. Mary’s Medical Park Pharmacy","60760-314","Ketorolac Tromethamine","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","06/08/2015","N/A","ANDA","20 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (60760-314-20)","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
"Ketorolac Tromethamine","70934-029-15","10 mg/1","TABLET, FILM COATED","ORAL","ANDA074754","Denton Pharma, Inc. DBA Northwind Pharmaceuticals","70934-029","Ketorolac Tromethamine","KETOROLAC TROMETHAMINE","HUMAN PRESCRIPTION DRUG","03/17/2017","N/A","ANDA","15 TABLET, FILM COATED in 1 BOTTLE (70934-029-15)","Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient], Nonsteroidal Anti-inflammatory Drug [EPC], Cyclooxygenase Inhibitor [EPC]","N/A","No","12/31/2019"
